checkpoint_path,policy_mode,device,stack_mode,mute_mode,episodes,mean_total_reward,mean_reward_red,mean_reward_blue,mean_steps,mean_pellets_red_eaten_by_red,mean_pellets_blue_eaten_by_blue,mean_pellets_per_fish,mean_visible_food_count,mean_visible_teammate_count,mean_visible_opponent_count,mean_forward_velocity,mean_lateral_velocity,mean_abs_angular_velocity,mean_abs_activation,mean_abs_applied_torque,mean_joint_limit_occupancy,fraction_joint_limit_high_steps,fraction_joints_quiet_steps,fraction_negative_forward_velocity_steps,mean_joint_velocity_zero_crossings_per_fish,mean_activation_sign_changes_per_fish,mean_nearest_food_distance,mean_capture_distance,mean_message_entropy,token_freq_0,token_freq_1,token_freq_2,token_freq_3
,random,,,normal,10,-12.000000000000679,-5.999999999999561,-5.999999999999561,300.0,0.0,0.0,0.0,12.358950000000002,6.0,2.0,0.008492819345177599,7.52014716387843e-05,0.04772708638117047,0.20812853562429665,2.4975424269662545,0.15322234513303798,0.0,0.010816666666666667,0.2670166666666666,111.955,175.065,2.201824426651001,nan,1.999526740742727,0.25151666666666667,0.24805,0.2507,0.24973333333333333
