checkpoint_path,policy_mode,device,stack_mode,episodes,mean_total_reward,mean_reward_red,mean_reward_blue,mean_steps,mean_pellets_red_eaten_by_red,mean_pellets_blue_eaten_by_blue,mean_pellets_per_fish,mean_visible_food_count,mean_visible_teammate_count,mean_visible_opponent_count,mean_message_entropy,token_freq_0,token_freq_1,token_freq_2,token_freq_3,muted_episodes,muted_mean_total_reward,muted_mean_reward_red,muted_mean_reward_blue,muted_mean_steps,muted_mean_pellets_red_eaten_by_red,muted_mean_pellets_blue_eaten_by_blue,muted_mean_pellets_per_fish,muted_mean_visible_food_count,muted_mean_visible_teammate_count,muted_mean_visible_opponent_count,muted_mean_message_entropy,muted_token_freq_0,muted_token_freq_1,muted_token_freq_2,muted_token_freq_3,comm_gain_total_reward
,random,,,2,7.999999999999236,2.5000000000002514,5.50000000000029,300.0,8.5,11.5,1.0,8.880166666666668,2.4619999999999997,1.3025,1.9997806120713932,0.2545,0.24591666666666667,0.24741666666666667,0.25216666666666665,2,7.999999999999236,2.5000000000002514,5.50000000000029,300.0,8.5,11.5,1.0,8.880166666666668,2.4619999999999997,1.3025,1.9997806120713932,0.2545,0.24591666666666667,0.24741666666666667,0.25216666666666665,0.0
