checkpoint_path,policy_mode,device,stack_mode,episodes,mean_total_reward,mean_reward_red,mean_reward_blue,mean_steps,mean_pellets_red_eaten_by_red,mean_pellets_blue_eaten_by_blue,mean_pellets_per_fish,mean_visible_food_count,mean_visible_teammate_count,mean_visible_opponent_count,mean_message_entropy,token_freq_0,token_freq_1,token_freq_2,token_freq_3,muted_episodes,muted_mean_total_reward,muted_mean_reward_red,muted_mean_reward_blue,muted_mean_steps,muted_mean_pellets_red_eaten_by_red,muted_mean_pellets_blue_eaten_by_blue,muted_mean_pellets_per_fish,muted_mean_visible_food_count,muted_mean_visible_teammate_count,muted_mean_visible_opponent_count,muted_mean_message_entropy,muted_token_freq_0,muted_token_freq_1,muted_token_freq_2,muted_token_freq_3,comm_gain_total_reward
,random,,,5,-5.799999999999479,-3.199999999999773,-2.599999999999821,600.0,2.8,3.4,0.6199999999999999,2.353066666666667,0.6599333333333334,0.8032,1.9996733853929232,0.25303333333333333,0.2467,0.2509,0.24936666666666665,5,-5.799999999999479,-3.199999999999773,-2.599999999999821,600.0,2.8,3.4,0.6199999999999999,2.353066666666667,0.6599333333333334,0.8032,1.9996733853929232,0.25303333333333333,0.2467,0.2509,0.24936666666666665,0.0
