checkpoint_path,policy_mode,device,stack_mode,episodes,mean_total_reward,mean_reward_red,mean_reward_blue,mean_steps,mean_pellets_red_eaten_by_red,mean_pellets_blue_eaten_by_blue,mean_pellets_per_fish,mean_visible_food_count,mean_visible_teammate_count,mean_visible_opponent_count,mean_message_entropy,token_freq_0,token_freq_1,token_freq_2,token_freq_3,muted_episodes,muted_mean_total_reward,muted_mean_reward_red,muted_mean_reward_blue,muted_mean_steps,muted_mean_pellets_red_eaten_by_red,muted_mean_pellets_blue_eaten_by_blue,muted_mean_pellets_per_fish,muted_mean_visible_food_count,muted_mean_visible_teammate_count,muted_mean_visible_opponent_count,muted_mean_message_entropy,muted_token_freq_0,muted_token_freq_1,muted_token_freq_2,muted_token_freq_3,comm_gain_total_reward
,random,,,50,5.699999999999677,2.8600000000002037,2.8400000000001753,300.0,8.86,8.84,0.885,8.9422,2.3532866666666665,1.2878533333333335,1.9996168326002584,0.2512466666666667,0.24891333333333332,0.25085,0.24899,50,5.699999999999677,2.8600000000002037,2.8400000000001753,300.0,8.86,8.84,0.885,8.9422,2.3532866666666665,1.2878533333333335,1.9996168326002584,0.2512466666666667,0.24891333333333332,0.25085,0.24899,0.0
